Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Sales,Profit,Profit_Margin
ORD-101123,2024-02-04,2024-02-10,First Class,CUST-1282,PROD-1023,Plant Pot,Home & Garden,West,Plymouth,9,639.19,0.0,5752.71,2518.65,0.4378
ORD-101124,2022-06-27,2022-07-02,First Class,CUST-1070,PROD-1031,Coffee Beans,Food & Grocery,Central,Nottingham,6,86.95,0.05,495.62,297.31,0.5999
ORD-101125,2022-12-03,2022-12-04,First Class,CUST-1259,PROD-1022,Mirror,Home & Garden,West,Plymouth,9,710.06,0.2,5112.43,1699.92,0.3325
ORD-101126,2024-03-22,2024-03-23,Same Day,CUST-1057,PROD-1010,Jacket,Clothing,Central,Coventry,4,158.1,0.2,505.92,217.7,0.4303
ORD-101127,2022-01-09,2022-01-12,Second Class,CUST-1116,PROD-1034,Tea Set,Food & Grocery,North,Liverpool,2,142.17,0.1,255.91,101.38,0.3962
ORD-101128,2024-03-15,2024-03-17,First Class,CUST-1208,PROD-1020,Rug,Home & Garden,East,Colchester,7,47.19,0.1,297.3,174.19,0.5859
ORD-101129,2022-05-28,2022-06-03,First Class,CUST-1123,PROD-1000,Laptop,Electronics,Central,Birmingham,8,430.02,0.0,3440.16,853.6,0.2481
ORD-101130,2024-04-05,2024-04-06,First Class,CUST-1175,PROD-1028,Tennis Racket,Sports,North,Sheffield,6,329.27,0.15,1679.28,742.87,0.4424
ORD-101131,2022-03-27,2022-04-02,Same Day,CUST-1016,PROD-1027,Bicycle,Sports,Central,Derby,8,241.05,0.15,1639.14,761.46,0.4645
ORD-101132,2023-12-20,2023-12-26,Same Day,CUST-1013,PROD-1030,Swimwear,Sports,West,Bath,2,234.35,0.05,445.26,166.93,0.3749
ORD-101133,2023-05-18,2023-05-24,Standard Class,CUST-1232,PROD-1030,Swimwear,Sports,East,Colchester,2,234.35,0.0,468.7,175.72,0.3749
ORD-101134,2024-07-13,2024-07-15,Same Day,CUST-1048,PROD-1030,Swimwear,Sports,North,Newcastle,5,234.35,0.1,1054.58,395.37,0.3749
ORD-101135,2023-01-07,2023-01-11,First Class,CUST-1289,PROD-1001,Smartphone,Electronics,Central,Nottingham,2,809.75,0.1,1457.55,842.71,0.5782
ORD-101136,2023-11-10,2023-11-14,Standard Class,CUST-1079,PROD-1028,Tennis Racket,Sports,East,Cambridge,1,329.27,0.0,329.27,145.66,0.4424
ORD-101137,2023-09-12,2023-09-14,Second Class,CUST-1174,PROD-1000,Laptop,Electronics,West,Cardiff,7,430.02,0.0,3010.14,746.9,0.2481
ORD-101138,2022-12-03,2022-12-05,Second Class,CUST-1288,PROD-1031,Coffee Beans,Food & Grocery,South,Portsmouth,2,86.95,0.0,173.9,104.32,0.5999
ORD-101139,2024-05-07,2024-05-11,Standard Class,CUST-1142,PROD-1001,Smartphone,Electronics,Central,Leicester,9,809.75,0.0,7287.75,4213.53,0.5782
ORD-101140,2024-01-03,2024-01-07,Same Day,CUST-1259,PROD-1027,Bicycle,Sports,North,Manchester,2,241.05,0.0,482.1,223.96,0.4646
ORD-101141,2023-01-18,2023-01-24,Second Class,CUST-1228,PROD-1008,T-Shirt,Clothing,North,Manchester,3,301.61,0.0,904.83,466.2,0.5152
ORD-101142,2023-01-15,2023-01-20,Same Day,CUST-1059,PROD-1035,Spice Kit,Food & Grocery,East,Peterborough,2,64.72,0.2,103.55,48.24,0.4659
ORD-101143,2023-06-29,2023-07-04,Standard Class,CUST-1155,PROD-1032,Olive Oil,Food & Grocery,North,Manchester,9,172.25,0.15,1317.71,617.81,0.4689
ORD-101144,2024-08-30,2024-09-03,Same Day,CUST-1109,PROD-1015,Shorts,Clothing,West,Cardiff,4,640.74,0.15,2178.52,709.92,0.3259
ORD-101145,2022-05-20,2022-05-24,Standard Class,CUST-1289,PROD-1004,Smartwatch,Electronics,South,Brighton,9,227.77,0.0,2049.93,734.49,0.3583
ORD-101146,2023-06-22,2023-06-26,Standard Class,CUST-1221,PROD-1015,Shorts,Clothing,West,Exeter,4,640.74,0.2,2050.37,668.16,0.3259
ORD-101147,2023-04-06,2023-04-12,Second Class,CUST-1245,PROD-1001,Smartphone,Electronics,South,Southampton,7,809.75,0.05,5384.84,3113.33,0.5782
ORD-101148,2024-12-03,2024-12-06,Same Day,CUST-1038,PROD-1032,Olive Oil,Food & Grocery,West,Cardiff,4,172.25,0.1,620.1,290.74,0.4689
ORD-101149,2022-10-26,2022-11-02,Standard Class,CUST-1189,PROD-1026,Running Shoes,Sports,North,Liverpool,2,428.06,0.15,727.7,282.4,0.3881
ORD-101150,2023-11-01,2023-11-04,Same Day,CUST-1261,PROD-1017,Coffee Table,Home & Garden,West,Exeter,5,660.41,0.2,2641.64,1095.2,0.4146
ORD-101151,2022-10-09,2022-10-13,First Class,CUST-1046,PROD-1024,Yoga Mat,Sports,Central,Derby,10,108.76,0.1,978.84,355.23,0.3629
ORD-101152,2023-01-21,2023-01-28,Second Class,CUST-1151,PROD-1026,Running Shoes,Sports,East,Ipswich,10,428.06,0.05,4066.57,1578.14,0.3881
ORD-101153,2022-08-29,2022-09-04,First Class,CUST-1126,PROD-1013,Hoodie,Clothing,West,Bath,9,730.12,0.0,6571.08,3195.72,0.4863
ORD-101154,2024-09-18,2024-09-24,First Class,CUST-1290,PROD-1011,Dress,Clothing,West,Exeter,4,163.61,0.05,621.72,157.24,0.2529
ORD-101155,2023-01-22,2023-01-29,First Class,CUST-1253,PROD-1024,Yoga Mat,Sports,Central,Nottingham,1,108.76,0.0,108.76,39.47,0.3629
ORD-101156,2024-09-29,2024-10-04,Standard Class,CUST-1243,PROD-1026,Running Shoes,Sports,South,Southampton,1,428.06,0.05,406.66,157.81,0.3881
ORD-101157,2022-09-09,2022-09-12,Standard Class,CUST-1021,PROD-1024,Yoga Mat,Sports,East,Norwich,3,108.76,0.0,326.28,118.41,0.3629
ORD-101158,2022-07-16,2022-07-22,Same Day,CUST-1104,PROD-1006,Speaker,Electronics,Central,Derby,5,80.29,0.0,401.45,158.4,0.3946
ORD-101159,2023-07-22,2023-07-25,Same Day,CUST-1123,PROD-1003,Headphones,Electronics,North,Manchester,6,236.88,0.1,1279.15,641.84,0.5018
ORD-101160,2023-07-01,2023-07-06,First Class,CUST-1121,PROD-1014,Suit,Clothing,Central,Derby,10,467.85,0.2,3742.8,2243.76,0.5995
ORD-101161,2022-02-05,2022-02-07,Standard Class,CUST-1292,PROD-1014,Suit,Clothing,South,Portsmouth,4,467.85,0.1,1684.26,1009.69,0.5995
ORD-101162,2024-04-12,2024-04-14,Second Class,CUST-1235,PROD-1031,Coffee Beans,Food & Grocery,North,Manchester,4,86.95,0.2,278.24,166.91,0.5999
ORD-101163,2024-12-09,2024-12-12,First Class,CUST-1010,PROD-1034,Tea Set,Food & Grocery,East,Cambridge,8,142.17,0.05,1080.49,428.03,0.3961
ORD-101164,2022-10-23,2022-10-29,Standard Class,CUST-1193,PROD-1024,Yoga Mat,Sports,West,Bath,4,108.76,0.0,435.04,157.88,0.3629
ORD-101165,2023-07-16,2023-07-18,First Class,CUST-1118,PROD-1013,Hoodie,Clothing,South,Southampton,6,730.12,0.05,4161.68,2023.96,0.4863
ORD-101166,2022-05-13,2022-05-17,Standard Class,CUST-1199,PROD-1030,Swimwear,Sports,North,Liverpool,4,234.35,0.15,796.79,298.72,0.3749
ORD-101167,2024-06-14,2024-06-17,First Class,CUST-1117,PROD-1031,Coffee Beans,Food & Grocery,West,Plymouth,7,86.95,0.0,608.65,365.12,0.5999
ORD-101168,2023-03-25,2023-04-01,Second Class,CUST-1018,PROD-1023,Plant Pot,Home & Garden,East,Peterborough,3,639.19,0.0,1917.57,839.55,0.4378
ORD-101169,2024-06-11,2024-06-14,Second Class,CUST-1117,PROD-1028,Tennis Racket,Sports,South,Southampton,3,329.27,0.2,790.25,349.58,0.4424
ORD-101170,2023-02-05,2023-02-10,Standard Class,CUST-1034,PROD-1030,Swimwear,Sports,West,Cardiff,4,234.35,0.0,937.4,351.44,0.3749
ORD-101171,2023-01-02,2023-01-04,Second Class,CUST-1125,PROD-1007,Monitor,Electronics,West,Bath,6,51.06,0.15,260.41,94.91,0.3645
ORD-101172,2022-10-04,2022-10-06,Standard Class,CUST-1240,PROD-1001,Smartphone,Electronics,Central,Derby,1,809.75,0.05,769.26,444.76,0.5782
ORD-101173,2023-07-26,2023-07-30,Second Class,CUST-1232,PROD-1008,T-Shirt,Clothing,South,Oxford,6,301.61,0.1,1628.69,839.16,0.5152
ORD-101174,2024-02-12,2024-02-14,Standard Class,CUST-1147,PROD-1015,Shorts,Clothing,South,Oxford,1,640.74,0.0,640.74,208.8,0.3259
ORD-101175,2024-08-13,2024-08-19,First Class,CUST-1295,PROD-1025,Dumbbells,Sports,Central,Derby,7,92.15,0.1,580.55,298.37,0.5139
ORD-101176,2022-03-16,2022-03-18,Standard Class,CUST-1188,PROD-1026,Running Shoes,Sports,South,Oxford,8,428.06,0.0,3424.48,1328.96,0.3881
ORD-101177,2023-02-11,2023-02-18,Standard Class,CUST-1110,PROD-1019,Curtains,Home & Garden,East,Norwich,6,188.03,0.05,1071.77,587.9,0.5485
ORD-101178,2023-05-16,2023-05-18,Standard Class,CUST-1116,PROD-1028,Tennis Racket,Sports,Central,Coventry,5,329.27,0.05,1564.03,691.88,0.4424
ORD-101179,2024-08-06,2024-08-08,Same Day,CUST-1026,PROD-1025,Dumbbells,Sports,West,Plymouth,6,92.15,0.0,552.9,284.16,0.5139
ORD-101180,2023-12-19,2023-12-23,Same Day,CUST-1221,PROD-1009,Jeans,Clothing,North,Newcastle,6,750.34,0.0,4502.04,2378.7,0.5284
ORD-101181,2023-02-01,2023-02-04,Second Class,CUST-1005,PROD-1002,Tablet,Electronics,West,Bristol,6,223.3,0.0,1339.8,637.02,0.4755
ORD-101182,2024-12-03,2024-12-06,Standard Class,CUST-1229,PROD-1003,Headphones,Electronics,North,Liverpool,4,236.88,0.15,805.39,404.12,0.5018
ORD-101183,2024-01-24,2024-01-25,Standard Class,CUST-1224,PROD-1029,Football,Sports,East,Colchester,6,575.73,0.0,3454.38,1040.64,0.3013
ORD-101184,2024-11-02,2024-11-03,Second Class,CUST-1193,PROD-1027,Bicycle,Sports,Central,Birmingham,9,241.05,0.15,1844.03,856.65,0.4646
ORD-101185,2024-02-26,2024-02-29,Same Day,CUST-1112,PROD-1017,Coffee Table,Home & Garden,South,Brighton,4,660.41,0.0,2641.64,1095.2,0.4146
ORD-101186,2024-05-06,2024-05-11,Second Class,CUST-1213,PROD-1002,Tablet,Electronics,East,Norwich,3,223.3,0.0,669.9,318.51,0.4755
ORD-101187,2022-03-18,2022-03-21,Same Day,CUST-1033,PROD-1013,Hoodie,Clothing,North,Manchester,3,730.12,0.2,1752.29,852.19,0.4863
ORD-101188,2024-07-30,2024-08-06,First Class,CUST-1190,PROD-1010,Jacket,Clothing,West,Bristol,2,158.1,0.15,268.77,115.65,0.4303
ORD-101189,2023-09-08,2023-09-12,Same Day,CUST-1026,PROD-1027,Bicycle,Sports,West,Exeter,6,241.05,0.1,1301.67,604.69,0.4645
ORD-101190,2022-11-10,2022-11-11,First Class,CUST-1211,PROD-1035,Spice Kit,Food & Grocery,South,Brighton,4,64.72,0.05,245.94,114.57,0.4658
ORD-101191,2023-05-12,2023-05-14,Same Day,CUST-1033,PROD-1026,Running Shoes,Sports,Central,Leicester,5,428.06,0.0,2140.3,830.6,0.3881
ORD-101192,2024-09-23,2024-09-27,Same Day,CUST-1109,PROD-1021,Bookshelf,Home & Garden,East,Norwich,5,97.87,0.0,489.35,229.5,0.469
ORD-101193,2022-12-04,2022-12-07,Second Class,CUST-1167,PROD-1027,Bicycle,Sports,South,Southampton,4,241.05,0.1,867.78,403.13,0.4646
ORD-101194,2022-11-08,2022-11-09,Standard Class,CUST-1241,PROD-1034,Tea Set,Food & Grocery,West,Plymouth,2,142.17,0.2,227.47,90.11,0.3961
ORD-101195,2022-06-29,2022-06-30,Second Class,CUST-1158,PROD-1008,T-Shirt,Clothing,East,Ipswich,6,301.61,0.15,1538.21,792.54,0.5152
ORD-101196,2024-12-13,2024-12-14,First Class,CUST-1070,PROD-1017,Coffee Table,Home & Garden,Central,Leicester,10,660.41,0.2,5283.28,2190.4,0.4146
ORD-101197,2023-08-05,2023-08-06,Same Day,CUST-1173,PROD-1006,Speaker,Electronics,West,Bath,4,80.29,0.15,272.99,107.71,0.3946
ORD-101198,2024-08-02,2024-08-04,Second Class,CUST-1018,PROD-1015,Shorts,Clothing,East,Ipswich,4,640.74,0.0,2562.96,835.2,0.3259
ORD-101199,2024-07-08,2024-07-10,Second Class,CUST-1037,PROD-1003,Headphones,Electronics,Central,Birmingham,3,236.88,0.0,710.64,356.58,0.5018
ORD-101200,2024-09-13,2024-09-17,Same Day,CUST-1062,PROD-1021,Bookshelf,Home & Garden,East,Colchester,4,97.87,0.15,332.76,156.06,0.469
ORD-101201,2022-09-30,2022-10-07,First Class,CUST-1216,PROD-1031,Coffee Beans,Food & Grocery,West,Plymouth,6,86.95,0.05,495.62,297.31,0.5999
ORD-101202,2022-10-31,2022-11-01,Second Class,CUST-1122,PROD-1016,Sofa,Home & Garden,West,Bristol,8,663.83,0.0,5310.64,3156.48,0.5944
ORD-101203,2022-03-20,2022-03-27,Standard Class,CUST-1184,PROD-1031,Coffee Beans,Food & Grocery,East,Cambridge,3,86.95,0.05,247.81,148.66,0.5999
ORD-101204,2024-10-23,2024-10-25,Second Class,CUST-1075,PROD-1023,Plant Pot,Home & Garden,East,Norwich,2,639.19,0.05,1214.46,531.72,0.4378
ORD-101205,2023-02-07,2023-02-11,Standard Class,CUST-1232,PROD-1017,Coffee Table,Home & Garden,Central,Nottingham,9,660.41,0.1,5349.32,2217.78,0.4146
ORD-101206,2023-08-06,2023-08-09,Standard Class,CUST-1208,PROD-1035,Spice Kit,Food & Grocery,East,Colchester,8,64.72,0.0,517.76,241.2,0.4659
ORD-101207,2024-07-09,2024-07-12,First Class,CUST-1019,PROD-1036,Organic Honey,Food & Grocery,South,Southampton,10,590.43,0.0,5904.3,1632.7,0.2765
ORD-101208,2024-03-24,2024-03-25,Same Day,CUST-1024,PROD-1014,Suit,Clothing,North,Leeds,8,467.85,0.0,3742.8,2243.76,0.5995
ORD-101209,2022-04-15,2022-04-19,Second Class,CUST-1273,PROD-1001,Smartphone,Electronics,Central,Leicester,10,809.75,0.15,6882.88,3979.44,0.5782
ORD-101210,2023-02-15,2023-02-16,Same Day,CUST-1040,PROD-1035,Spice Kit,Food & Grocery,East,Cambridge,9,64.72,0.15,495.11,230.65,0.4659
ORD-101211,2022-11-28,2022-12-02,Second Class,CUST-1083,PROD-1016,Sofa,Home & Garden,South,Southampton,5,663.83,0.05,3153.19,1874.16,0.5944
ORD-101212,2022-05-21,2022-05-22,Second Class,CUST-1062,PROD-1018,Lamp,Home & Garden,East,Colchester,9,1076.69,0.15,8236.68,4517.02,0.5484
ORD-101213,2024-07-13,2024-07-16,Standard Class,CUST-1256,PROD-1004,Smartwatch,Electronics,East,Cambridge,2,227.77,0.2,364.43,130.58,0.3583
ORD-101214,2022-06-20,2022-06-23,Standard Class,CUST-1180,PROD-1032,Olive Oil,Food & Grocery,North,Sheffield,10,172.25,0.0,1722.5,807.6,0.4689
ORD-101215,2022-06-26,2022-06-27,Second Class,CUST-1074,PROD-1012,Shoes,Clothing,Central,Leicester,1,216.86,0.1,195.17,92.4,0.4734
ORD-101216,2024-06-04,2024-06-05,Same Day,CUST-1108,PROD-1022,Mirror,Home & Garden,North,Newcastle,7,710.06,0.2,3976.34,1322.16,0.3325
ORD-101217,2022-05-18,2022-05-24,Second Class,CUST-1253,PROD-1012,Shoes,Clothing,Central,Nottingham,10,216.86,0.15,1843.31,872.7,0.4734
ORD-101218,2023-11-25,2023-11-29,Standard Class,CUST-1161,PROD-1036,Organic Honey,Food & Grocery,East,Norwich,6,590.43,0.15,3011.19,832.68,0.2765
ORD-101219,2023-11-29,2023-11-30,Standard Class,CUST-1162,PROD-1030,Swimwear,Sports,West,Bath,9,234.35,0.15,1792.78,672.13,0.3749
ORD-101220,2023-11-28,2023-12-05,Same Day,CUST-1038,PROD-1008,T-Shirt,Clothing,East,Peterborough,3,301.61,0.0,904.83,466.2,0.5152
ORD-101221,2022-02-23,2022-02-26,First Class,CUST-1094,PROD-1031,Coffee Beans,Food & Grocery,East,Ipswich,7,86.95,0.0,608.65,365.12,0.5999
ORD-101222,2023-11-15,2023-11-18,Standard Class,CUST-1093,PROD-1006,Speaker,Electronics,East,Norwich,2,80.29,0.0,160.58,63.36,0.3946
ORD-101223,2023-09-01,2023-09-06,First Class,CUST-1051,PROD-1035,Spice Kit,Food & Grocery,Central,Birmingham,9,64.72,0.1,524.23,244.21,0.4658
ORD-101224,2022-04-17,2022-04-19,Standard Class,CUST-1048,PROD-1026,Running Shoes,Sports,North,Newcastle,5,428.06,0.15,1819.26,706.01,0.3881
ORD-101225,2023-05-23,2023-05-24,First Class,CUST-1086,PROD-1034,Tea Set,Food & Grocery,North,Newcastle,3,142.17,0.1,383.86,152.06,0.3961
ORD-101226,2024-04-15,2024-04-16,First Class,CUST-1295,PROD-1013,Hoodie,Clothing,South,Brighton,9,730.12,0.0,6571.08,3195.72,0.4863
ORD-101227,2024-03-06,2024-03-08,First Class,CUST-1176,PROD-1015,Shorts,Clothing,North,Sheffield,4,640.74,0.1,2306.66,751.68,0.3259
ORD-101228,2024-10-16,2024-10-17,Standard Class,CUST-1207,PROD-1015,Shorts,Clothing,Central,Birmingham,7,640.74,0.0,4485.18,1461.6,0.3259
ORD-101229,2023-05-25,2023-05-27,Standard Class,CUST-1118,PROD-1036,Organic Honey,Food & Grocery,South,Oxford,2,590.43,0.15,1003.73,277.56,0.2765
ORD-101230,2022-01-06,2022-01-12,Second Class,CUST-1056,PROD-1008,T-Shirt,Clothing,South,Southampton,2,301.61,0.1,542.9,279.72,0.5152
ORD-101231,2022-10-29,2022-11-04,Standard Class,CUST-1188,PROD-1006,Speaker,Electronics,East,Cambridge,8,80.29,0.0,642.32,253.44,0.3946
ORD-101232,2024-03-08,2024-03-11,Second Class,CUST-1124,PROD-1017,Coffee Table,Home & Garden,West,Cardiff,3,660.41,0.0,1981.23,821.4,0.4146
ORD-101233,2024-08-07,2024-08-09,Standard Class,CUST-1030,PROD-1027,Bicycle,Sports,North,Newcastle,1,241.05,0.05,229.0,106.38,0.4645
ORD-101234,2023-07-27,2023-07-29,Same Day,CUST-1007,PROD-1026,Running Shoes,Sports,North,Newcastle,3,428.06,0.0,1284.18,498.36,0.3881
ORD-101235,2023-02-16,2023-02-22,First Class,CUST-1244,PROD-1029,Football,Sports,East,Ipswich,4,575.73,0.05,2187.77,659.07,0.3013
ORD-101236,2023-04-26,2023-05-02,Same Day,CUST-1196,PROD-1030,Swimwear,Sports,South,Portsmouth,3,234.35,0.0,703.05,263.58,0.3749
ORD-101237,2023-06-06,2023-06-12,Standard Class,CUST-1139,PROD-1009,Jeans,Clothing,North,Newcastle,6,750.34,0.1,4051.84,2140.83,0.5284
ORD-101238,2023-05-16,2023-05-23,Second Class,CUST-1254,PROD-1036,Organic Honey,Food & Grocery,North,Leeds,5,590.43,0.0,2952.15,816.35,0.2765
ORD-101239,2024-09-12,2024-09-14,Second Class,CUST-1055,PROD-1035,Spice Kit,Food & Grocery,West,Bath,6,64.72,0.0,388.32,180.9,0.4659
ORD-101240,2024-04-03,2024-04-09,First Class,CUST-1049,PROD-1016,Sofa,Home & Garden,East,Colchester,4,663.83,0.15,2257.02,1341.5,0.5944
ORD-101241,2022-04-04,2022-04-11,First Class,CUST-1182,PROD-1030,Swimwear,Sports,Central,Coventry,4,234.35,0.0,937.4,351.44,0.3749
ORD-101242,2022-10-08,2022-10-10,Same Day,CUST-1022,PROD-1027,Bicycle,Sports,Central,Birmingham,2,241.05,0.0,482.1,223.96,0.4646
ORD-101243,2022-07-18,2022-07-19,First Class,CUST-1005,PROD-1008,T-Shirt,Clothing,South,Brighton,4,301.61,0.0,1206.44,621.6,0.5152
ORD-101244,2023-07-22,2023-07-27,Second Class,CUST-1003,PROD-1034,Tea Set,Food & Grocery,South,London,8,142.17,0.15,966.76,382.98,0.3961
ORD-101245,2023-04-15,2023-04-20,First Class,CUST-1000,PROD-1026,Running Shoes,Sports,East,Norwich,2,428.06,0.1,770.51,299.02,0.3881
ORD-101246,2022-07-19,2022-07-25,Standard Class,CUST-1140,PROD-1028,Tennis Racket,Sports,Central,Coventry,1,329.27,0.15,279.88,123.81,0.4424
ORD-101247,2023-01-03,2023-01-05,Second Class,CUST-1101,PROD-1011,Dress,Clothing,South,Brighton,1,163.61,0.15,139.07,35.17,0.2529
ORD-101248,2023-02-23,2023-02-26,First Class,CUST-1221,PROD-1014,Suit,Clothing,Central,Coventry,1,467.85,0.0,467.85,280.47,0.5995
ORD-101249,2024-02-07,2024-02-08,Second Class,CUST-1215,PROD-1010,Jacket,Clothing,West,Plymouth,1,158.1,0.0,158.1,68.03,0.4303
ORD-101250,2024-04-30,2024-05-01,Same Day,CUST-1117,PROD-1005,Camera,Electronics,South,Brighton,2,318.4,0.0,636.8,265.0,0.4161
ORD-101251,2024-07-08,2024-07-12,Second Class,CUST-1227,PROD-1010,Jacket,Clothing,Central,Derby,10,158.1,0.0,1581.0,680.3,0.4303
ORD-101252,2022-02-11,2022-02-13,Same Day,CUST-1151,PROD-1020,Rug,Home & Garden,East,Colchester,4,47.19,0.15,160.45,94.01,0.5859
ORD-101253,2022-09-17,2022-09-18,Second Class,CUST-1273,PROD-1029,Football,Sports,North,Liverpool,2,575.73,0.2,921.17,277.5,0.3012
ORD-101254,2022-09-16,2022-09-18,Standard Class,CUST-1260,PROD-1003,Headphones,Electronics,Central,Coventry,9,236.88,0.0,2131.92,1069.74,0.5018
ORD-101255,2022-06-21,2022-06-24,Standard Class,CUST-1132,PROD-1034,Tea Set,Food & Grocery,North,Leeds,9,142.17,0.1,1151.58,456.19,0.3961
ORD-101256,2024-05-25,2024-05-29,Second Class,CUST-1071,PROD-1021,Bookshelf,Home & Garden,Central,Coventry,3,97.87,0.0,293.61,137.7,0.469
ORD-101257,2022-06-14,2022-06-20,First Class,CUST-1235,PROD-1009,Jeans,Clothing,Central,Nottingham,2,750.34,0.05,1425.65,753.25,0.5284
ORD-101258,2023-01-25,2023-01-29,Standard Class,CUST-1224,PROD-1010,Jacket,Clothing,Central,Birmingham,2,158.1,0.15,268.77,115.65,0.4303
ORD-101259,2022-06-24,2022-06-29,Second Class,CUST-1295,PROD-1032,Olive Oil,Food & Grocery,East,Ipswich,5,172.25,0.0,861.25,403.8,0.4689
ORD-101260,2023-08-15,2023-08-20,Standard Class,CUST-1160,PROD-1031,Coffee Beans,Food & Grocery,Central,Birmingham,3,86.95,0.0,260.85,156.48,0.5999
ORD-101261,2022-02-23,2022-02-24,Standard Class,CUST-1001,PROD-1030,Swimwear,Sports,North,Liverpool,7,234.35,0.05,1558.43,584.27,0.3749
ORD-101262,2024-11-22,2024-11-25,Second Class,CUST-1207,PROD-1022,Mirror,Home & Garden,East,Norwich,6,710.06,0.15,3621.31,1204.11,0.3325
ORD-101263,2023-10-21,2023-10-24,Standard Class,CUST-1187,PROD-1026,Running Shoes,Sports,South,Southampton,9,428.06,0.0,3852.54,1495.08,0.3881
ORD-101264,2022-09-15,2022-09-16,Standard Class,CUST-1137,PROD-1022,Mirror,Home & Garden,North,Liverpool,9,710.06,0.0,6390.54,2124.9,0.3325
ORD-101265,2024-12-19,2024-12-25,Standard Class,CUST-1133,PROD-1007,Monitor,Electronics,West,Exeter,9,51.06,0.0,459.54,167.49,0.3645
ORD-101266,2024-03-30,2024-04-04,First Class,CUST-1087,PROD-1017,Coffee Table,Home & Garden,South,Brighton,2,660.41,0.0,1320.82,547.6,0.4146
ORD-101267,2022-02-12,2022-02-14,Same Day,CUST-1066,PROD-1036,Organic Honey,Food & Grocery,East,Peterborough,5,590.43,0.0,2952.15,816.35,0.2765
ORD-101268,2022-03-25,2022-04-01,Same Day,CUST-1149,PROD-1019,Curtains,Home & Garden,East,Norwich,8,188.03,0.2,1203.39,660.1,0.5485
ORD-101269,2023-01-18,2023-01-21,Second Class,CUST-1011,PROD-1025,Dumbbells,Sports,South,Southampton,6,92.15,0.1,497.61,255.74,0.5139
ORD-101270,2024-10-22,2024-10-27,Second Class,CUST-1141,PROD-1001,Smartphone,Electronics,South,London,6,809.75,0.0,4858.5,2809.02,0.5782
ORD-101271,2023-08-20,2023-08-22,Second Class,CUST-1110,PROD-1021,Bookshelf,Home & Garden,North,Newcastle,1,97.87,0.2,78.3,36.72,0.469
ORD-101272,2022-09-08,2022-09-12,Second Class,CUST-1072,PROD-1012,Shoes,Clothing,Central,Leicester,10,216.86,0.0,2168.6,1026.7,0.4734
ORD-101273,2024-08-13,2024-08-19,Standard Class,CUST-1278,PROD-1005,Camera,Electronics,North,Liverpool,8,318.4,0.1,2292.48,954.0,0.4161
ORD-101274,2024-04-09,2024-04-15,First Class,CUST-1115,PROD-1005,Camera,Electronics,South,Portsmouth,4,318.4,0.0,1273.6,530.0,0.4161
ORD-101275,2024-10-31,2024-11-04,First Class,CUST-1199,PROD-1002,Tablet,Electronics,North,Manchester,10,223.3,0.2,1786.4,849.36,0.4755
ORD-101276,2022-02-24,2022-03-03,Standard Class,CUST-1054,PROD-1000,Laptop,Electronics,North,Leeds,4,430.02,0.2,1376.06,341.44,0.2481
ORD-101277,2023-08-04,2023-08-11,Standard Class,CUST-1212,PROD-1021,Bookshelf,Home & Garden,West,Plymouth,5,97.87,0.15,415.95,195.08,0.469
ORD-101278,2022-09-10,2022-09-17,First Class,CUST-1055,PROD-1003,Headphones,Electronics,North,Newcastle,10,236.88,0.0,2368.8,1188.6,0.5018
ORD-101279,2022-10-13,2022-10-20,Same Day,CUST-1099,PROD-1033,Protein Powder,Food & Grocery,West,Exeter,1,797.47,0.1,717.72,274.2,0.382
ORD-101280,2022-10-30,2022-10-31,Second Class,CUST-1231,PROD-1010,Jacket,Clothing,South,Oxford,10,158.1,0.1,1422.9,612.27,0.4303
ORD-101281,2023-06-07,2023-06-08,First Class,CUST-1066,PROD-1021,Bookshelf,Home & Garden,East,Peterborough,2,97.87,0.0,195.74,91.8,0.469
ORD-101282,2022-02-13,2022-02-20,First Class,CUST-1121,PROD-1034,Tea Set,Food & Grocery,West,Bristol,6,142.17,0.15,725.07,287.23,0.3961
ORD-101283,2022-07-16,2022-07-17,Second Class,CUST-1218,PROD-1025,Dumbbells,Sports,West,Plymouth,1,92.15,0.1,82.94,42.62,0.5139
ORD-101284,2024-01-10,2024-01-14,Same Day,CUST-1045,PROD-1002,Tablet,Electronics,South,London,9,223.3,0.0,2009.7,955.53,0.4755
ORD-101285,2023-03-24,2023-03-27,First Class,CUST-1182,PROD-1004,Smartwatch,Electronics,East,Cambridge,2,227.77,0.0,455.54,163.22,0.3583
ORD-101286,2022-10-20,2022-10-25,Second Class,CUST-1268,PROD-1006,Speaker,Electronics,West,Plymouth,7,80.29,0.2,449.62,177.41,0.3946
ORD-101287,2022-01-11,2022-01-18,Same Day,CUST-1099,PROD-1018,Lamp,Home & Garden,North,Manchester,4,1076.69,0.0,4306.76,2361.84,0.5484
ORD-101288,2024-12-18,2024-12-20,Same Day,CUST-1023,PROD-1019,Curtains,Home & Garden,South,Portsmouth,9,188.03,0.15,1438.43,789.02,0.5485
ORD-101289,2022-07-29,2022-08-04,First Class,CUST-1231,PROD-1014,Suit,Clothing,East,Colchester,2,467.85,0.0,935.7,560.94,0.5995
